id,title,authors_v7_raw,authors_v7a,source,changed
0104,Enhancement of Thermal Resistance and Thermal Capacity in CMOS-MEMS Airflow Sensing Hub for Fast Response and Energy Efficiency,"Ming-Hsuan Huang , Yu-Lin Hsu , Yuanyuan Huang2, Yung-Chen Li1, Mei-Feng Lai1,2 and Weileun Fang1,2","Ming-Hsuan Huang, Yu-Lin Hsu, Yuanyuan Huang, Yung-Chen Li, Mei-Feng Lai, Weileun Fang",v7_pdf_cleaned,yes
0117,Detection Characteristics in Wide Range Gold Proof-Mass Single-Axis MEMS Capacitive Accelerometer and Its Application,"C. Mukaide, T. Yamada, T. Kurioka, K. Machida, C. Chen, T. M. Chang, Y. Miyake, M. Sone, and H. Ito","Chihaya Mukaide, Torauto Yamada, Tomoyuki Kurioka, Katsuyuki Machida, Chun-Yi Chen, Tso- Fu Mark Chang, Yoshihiro Miyake, Masato Sone, Hiroyuki Ito",v6_fallback_cleaned,yes
0192,Enhancing Transparency and Piezoelectric Property in Polycrystalline 0.4Pb(Mg1/3Nb2/3)O3–0.22PbZrO3-0.38PbTiO3 Ceramics through Compositional Engineering and Pressureless Sintering,"Yeon-Bee Han1, Dong Ho Seo1, and Wook Jo2","Yeon-Bee Han, Dong Ho Seo, Wook Jo",v7_pdf_cleaned,yes
0437,Cyto-Transducers for Visualization of Designed Cell-Cell Communications,"N. Kimura1, Y. Yamanishi2, and S. Sakuma2",Niko Kimura,v6_fallback_cleaned,yes
0444,Optical Immunotransducer as an Evaluation Platform for Designed Cell-Cell Communication,"Y. Shirasaki1*, Z. Yang1, N. Suzuki1, M. Yamagishi2, S. S. Sugano3, S. Yotsumoto4, T. M. Loo5, X. Zhou5, K. Dodo6, S. Sakuma7, A. Takahashi5, T. Kamatani5, Yoko Yamanishi7",Yoshitaka Shirasaki,v6_fallback_cleaned,yes
0439,Construction of Bio-Fate: A Platform Integrating Live-Cell Phenotypic Profiling and Precision Manipulation,"T. Kamatani1,*, Y. Yamanishi2, K. Dodo3, S. Sakuma2, Y. Shirasaki4, A. Takahashi1, S. Yotsumoto5, S. S. Sugano6",Takashi Kamatani,v6_fallback_cleaned,yes
0108,Sensitivity Enhancement of EGFET-Based AFP Detection via Localized Thermal Regulation using an Integrated Microheater,"C. H. Hsieh1, C. C. Chou1, H. Su2, Z. Y. Chen1 and I. Y. Huang1","Chia-Hsu Hsieh, Cheng-Chuan Chou, Heng Su, Zhen-Yu Chen, I-Yu Huang",v6_fallback_cleaned,yes
0361,Phase Optimization for Efficient Three-Phase Pressure-Driven Droplet Rotation Using Real-Time Position Feedback,"Masashi Kobayashi1, Daiki Tanaka1,2, Risa Fujita2, Shuichi Shoji2 and Masahiro Furuya1,2","Masashi Kobayashi, Daiki Tanaka, Risa Fujita, Shuichi Shoji, Masahiro Furuya",v7_pdf_cleaned,yes
0432,Ion Wind Electrohydrodynamic Nebulisation for Drug Delivery Application,V. T. Dau and T. H. Vu,"Van Dau, Trung Hieu Vu",v6_fallback_cleaned,yes
0405,Photopatternable Drying-Resistant Conductive Hydrogel Integrated into Organ Models for Functional Evaluation of In-body Cybernetic Avatars,"H. Maruyama1, K. Kawafuku1, T. Yura2, and T. Hoshino1",Hisataka Maruyama,v6_fallback_cleaned,yes
0128,Self-Powered Bioinspired Octopus Suckers for Underwater Object Recognition and Tactile Sensing,"Feng-Chi Pai, Yi-Tsung Su, Lung-Hao Hu, and Ching-Te Kuo","Feng-Chi Pai, Yi-Tsung Su, Lung-Hao Hu, Ching-Te Kuo",v7_pdf_cleaned,yes
0237,"Deep-Brain Implantable Sensor for In Vivo Extracellular Chemical Sensing in the Brain Shogo Fukushima, Yuto Nakamura, Hiroshi Horiuchi, Yasuyuki Kimura, Hideo Doi, Takeshi","Hideo Doi, Takeshi Hizawa, Yoshiko Noda, Tomoko Horio, Yong-Joon Choi, Kazuhiro Takahashi, Toshihiko Noda, and Kazuaki Sawada","Hideo Doi, Takeshi Hizawa, Yoshiko Noda, Tomoko Horio, Yong-Joon Choi, Kazuhiro Takahashi, Toshihiko Noda, Kazuaki Sawada",v7_pdf_cleaned,yes
0384,Low-Concentration Crosslinking Enables Stable Embedded Bioprinting Via a Gelatin–Xanthan Gum Support Bath,"Sara Ito¹, Mizrab Fatima , Shunya Okamoto1, Takayuki Shibata1, Tuhin Subhra Santra1, Moeto Nagai1","Sara Ito, Mizrab Fatima, Shunya Okamoto, Takayuki Shibata, Tuhin Subhra Santra, Moeto Nagai",v7_pdf_cleaned,yes
0373,Capsule for Intestinal Surface Sampling: Sealing Mechanism for Preventing Cross-Contamination of Collected Samples,"Huaiyi Zhang, Yuguo Dai, and Fumihito Arai*","Huaiyi Zhang, Yuguo Dai, Fumihito Arai",v7_pdf_cleaned,yes
0186,Long-Term Stability of the Threshold Voltage of a MOS Structure with a Potassium Ion Electret,"Yoshtaka Ikeda1, Masaya Iwanaga1, Hiroaki Honma1, Hiroshi Toshiyoshi2, Akio Uesugi1, Koji Sugano1, and Yoshitada Isono1","Yoshtaka Ikeda, Masaya Iwanaga, Hiroaki Honma, Hiroshi Toshiyoshi, Akio Uesugi, Koji Sugano, Yoshitada Isono",v7_pdf_cleaned,yes
0243,Development of a Gold Screen-Printed Electrode-Based Electrochemical Impedance Immunosensor for Rapid Detection of SAA1 as an ARDS Biomarker,"T. H. Chang1, C. Y. Chang2, C. J. Huang2, I. L. Tsai3, Y. W. Lu 1","Ting-Hao Chang, Yen-Wen Lu, Chao-Yuan Chang, Chun-Jen Huang, I-Lin Tsai",v6_fallback_cleaned,yes
0387,Microscaled Flow and Particle Adhesion on Villi in Actuated Small Intestinal Channel,"Y. Shiraiwa1, K. Komatsu1, S. Kuriu2, N. Yamamoto3, and T. Ishida1","Yuto Shiraiwa, Kazuki Komatsu, Satoru Kuriu, Naoyuki Yamamoto, Tadashi Ishida",v6_fallback_cleaned,yes
0445,On-Chip Biomimetic Platform for Functional Evaluations of Avatar Cells,"H. Wada1, T. Ishiguro1, Yu Xueping1, and T. Hayakawa1",Takeshi Hayakawa,v6_fallback_cleaned,yes
0242,Automated System for Dispensing Solutes into Droplets with Common Concentration Difference,"S. Bono1, K. Arai2, S. Konishi1, 2","Shinji Bono, Kei Arai, Satoshi Konishi",v6_fallback_cleaned,yes
0411,Design and Fabrication of an Ultra-Thin Capillary-Assisted Microfluidic Chip for Medium Exchange in Microscopy,"Jia-Lin Zhan1, Shiuan-Jie Tsai2, Kuan-Ju Lu2, and Ya-Yu Chiang1*","Jia-Lin Zhan, Shiuan-Jie Tsai, Kuan-Ju Lu, Ya-Yu Chiang",v7_pdf_cleaned,yes
0113,Delay Free and Mask Free Reservoir Computing Using CMOS-MEMS Vibro- Impact Resonator,"Nilabh Basu1, and Wei-Chang Li1,2","Nilabh Basu, Wei-Chang Li",v7_pdf_cleaned,yes
0246,Filter-Free Optical Sensor for Centroid Wavelength Detection,"R. Mibu, Y. J. Choi, T. Ide, Y. Kimura, Y. Noda, D. Akai, T. Hizawa, T. Noda, K. Takahashi, and K. Sawada","Ryoma Mibu, Yong-Joon Choi, Tomoya Ide, Yasuyuki Kimura, Yosiko Noda, Daisuke Akai, Takeshi Hizawa, Toshihiko Noda, Kazuhiro Takahashi, Kazuaki Sawada",v6_fallback_cleaned,yes
0254,A Microfluidic Lab-on-a-Chip for Real-Time Stiffness Monitoring in Frozen Shoulder Model,"Abdul Shamshad 1 and Kin Fong Lei1,2","Abdul Shamshad, Kin Fong Lei",v7_pdf_cleaned,yes
0320,WS2/Ga2O3 Nanostructured Sensor for Enhanced Hydrogen Response and Fast Recovery,I. Sharma and J. Choi*,"Indu Sharma, Jungwook Choi",v6_fallback_cleaned,yes
0272,Novel Electrothermal Actuators with Large In-plane Displacement and Force for MEMS-based Pitch-tunable Diffraction Grating,"Y. N. Ho1, S. Lin1, A. Michael1, C. Y. Kwok1, and C. Pulikkaseril2","Yen Nee Ho, Shan Lin, Aron Michael, Chee Yee Kwok, Cibby Pulikkaseril",v6_fallback_cleaned,yes
0191,An AlN-Based Differential Resonant Accelerometer for In-Sensor Physical Reservoir Computing,"Hsiang-Chun Hsiao, Zong-Xian Kuan, and Yi Chiu","Hsiang-Chun Hsiao, Zong-Xian Kuan, Yi Chiu",v7_pdf_cleaned,yes
0274,Spectrum Estimation Method for Reflectance Spectroscopy Using Filter-Free Wavelength Sensors and Multi-Wavelength LEDs,"A. Takaya, Y. J. Choi, I. H. Kwon, Y. Kimura, T. Noda, K. Takahashi, and K. Sawada","Akinari Takaya, Yong-Joon Choi, Ik-Hyun Kwon, Yasuyuki Kimura, Toshihiko Noda, Kazuhiro Takahashi, Kazuaki Sawada",v6_fallback_cleaned,yes
0296,Electrical Crossover Frequency Detection for Single-Cell Characterization Using Microfluidic Impedance Sensing,N. Phansiri1 and B. Techaumnat2,"Nisarut Phansiri, Boonchai Techaumnat",v6_fallback_cleaned,yes
0305,Translating Molecular Chirality into Electrical Signals through Contact Electrification–Driven Interfacial Electron Transfer,"H.-W. Lin, A. Pal, Z.-H. Lin*","Hong-Wei Lin, Arnab Pal, Zong-Hong Lin",v6_fallback_cleaned,yes
0295,Piezoelectric Micromachined Transducers with Heterogeneous PZT/AlN Film Stacking by Atmospheric Pressure Atomic Diffusion Bonding,"Tianbo Wang1, Andrea Vergara1, Takehito Shimatsu2 and Shuji Tanaka1","Tianbo Wang, Andrea Vergara, Takehito Shimatsu, Shuji Tanaka",v7_pdf_cleaned,yes
0223,Influence of Sensing Film Properties on Inorganic Taste Sensor Response,"Tomoki Shinta, Hidekazu Uchida, and Yuki Hasegawa","Tomoki Shinta, Hidekazu Uchida, Yuki Hasegawa",v7_pdf_cleaned,yes
0310,Nano-Optomechanical Metasurface for Reservoir Computing Application,"T. Hou 1, Y. Kawashima2, X. Zhou3, N. Nishiyama4, T. Tsuchiya2, Y. Tsuchiya 1, and Jun-Yu Ou1*","Ting Hou, Yuta Kawashima, Xin Zhou, Nobuhiko Nishiyama, Toshiyuki Tsuchiya, Yoshishige Tsuchiya, Jun-Yu Ou",v6_fallback_cleaned,yes
0317,Fabrication of Edible Segmented Micro Retroreflective Materials Using a Two-Layer Deposited Mold via Prism-Assisted 3D Lithography,"Yufei Chen1, Yuha Ushiyama2, Natsumi Kubo3, Yuji Takata1, Yuya Tanaka1, Hiromasa Oku3, and Takaaki Suzuki1","Yufei Chen, Yuha Ushiyama, Natsumi Kubo, Yuji Takata, Yuya Tanaka, Hiromasa Oku, Takaaki Suzuki",v7_pdf_cleaned,yes
0319,Local Formation Process of PVC-based Ion Sensitive Membrane Using MEMS Microstructure and Inkjet Printing Technology,"H. Doi1, Y. Sato2, A. Uramoto2, T. Kamakura2, Yong-Joon Choi1, K. Takahashi1, T. Noda1, T. Kokubun2, K. Sawada1,","Hideo Doi, Yoko Sato, Asami Uramoto, Tomoyuki Kamakura, Yong-Joon Choi, Kazuhiro Takahashi, Toshihiko Noda, Takeshi Kokubun, Kazuaki Sawada",v6_fallback_cleaned,yes
0336,Fabrication of in-plane-stretchable shape memory alloy thick film actuator and SU-8 support mechanism for laterally vibrational MEMS tactile display,"Y. Nagasaka1, Y. Iino2, and T. Mineta1","Yoshihiro Nagasaka, Yoshihiro Iino, Takashi Mineta",v6_fallback_cleaned,yes
0325,Single-Cell Biomarker Profiling on a Hydrogel Electromicrofluidic Device,"Jesus Becerra, Jing Ding, and Shih-Kang Fan","Jesus Becerra, Jing Ding, Shih-Kang Fan",v7_pdf_cleaned,yes
0357,Annealing-Enhanced Probabilistic Computing Enabled by Bistable MEMS Resonator,"Junhui Wu1, Zetong Hu1, Zheng Zhang1 and Guangya Zhou1","Junhui Wu, Zetong Hu, Zheng Zhang, Guangya Zhou",v7_pdf_cleaned,yes
0374,Hydrogen Sensing via Stress-Induced Amplitude Modulation in Piezoelectric Multilayer Micro-Bridges,"J. Moore1, A. Michael1, E. Sim-Wong1","Jayden Moore, Aron Michael, Eying Sim-Wong",v6_fallback_cleaned,yes
0403,Sensitivity and Noise Characterization of MEMS-Resonator-Based Short- Wavelength Infrared Sensor with Integrated Gold Nanostructured Absorber,"S. Ikeda1, R. Sakai1, T. Seki1, H. Honma1, K. Sugano1,2, and Y. Isono1","Shunta Ikeda, Ryohei Sakai, Takuro Seki, Hiroaki Honma, Koji Sugano, Yoshitada Isono",v6_fallback_cleaned,yes
0211,Electrostatic-driven Metal Nanostructures Transferred onto Electrospun Fibers for Wearable SERS-Based Point-of-Care Cortisol Diagnosis in Sweat,"1 Yegyu Lee, 1 Ji-Hwan Ha *","Yegyu Lee, Ji-Hwan Ha",v7_pdf_cleaned,yes
0215,Spatially Controlled Electrospinning on Grounded 3D Metallic Microneedle Arrays for Precision Chronotherapeutic Delivery,"Jinho Jeong1, Ji-Hwan Ha1*","Jinho Jeong, Ji-Hwan Ha",v7_pdf_cleaned,yes
0228,Embryo Electroporation using Microfluidic Device with Double Orifices,"N. Panklang1, B. Techaumnat2 and T. Tharasanit3","Nitipong Panklang, Boonchai Techaumnat, Theerawat Tharasanit",v6_fallback_cleaned,yes
0280,Evaluation of a Dual-Wavelength Imaging System for Multiple Volatiles Related to Alcohol Metabolism,"J. Lim, R. Miura, K. Ichikawa, K. Iitani, M. Ikeuchi, and K. Mitsubayashi","Jihu Lim, Rintaro Miura, Kenta Ichikawa, Kenta Iitani, Masashi Ikeuchi, Kohji Mitsubayashi",v6_fallback_cleaned,yes
0282,Dynamic Compression Device for Cultured Adipose Tissue,"Shu Saijo, Yuya Morimoto","Shu Saijo, Yuya Morimoto",v7_pdf_cleaned,no
0299,Development of an Amplification Free Microfluidic Aptamer Based Electrochemical Biosensor for Early Detection of Ovarian Cancer via MicroRNA Biomarkers,"Wendell. S. Palaroan1, Dharmatov. Rahula. B. Albano1,2,3","Wendell Palaroan, Dharmatov Rahula Albano",v6_fallback_cleaned,yes
0306,Self-powered Smart Microfluidic Chip for Automated Exosome Quantification and Classification,"Hyunjun Kim1, June Soo Kim2, Noah Jang1, Da Ye Kim1 and Seong Ho Kong1","Hyunjun Kim, June Soo Kim, Noah Jang, Da Ye Kim, Seong Ho Kong",v7_pdf_cleaned,yes
0307,Wearable Triaxial Force Sensor with Sensitivity Switching Mechanism for Tonometry-Based Blood Pressure Pulse Wave Measurement,"Takahisa Segoe1, Riku Niitsu1, and Tetsuji Dohi1","Takahisa Segoe, Riku Niitsu, Tetsuji Dohi",v7_pdf_cleaned,yes
0326,A Microfluidic Biosensing Platform for Quantifying Coral Respiration Breaking Temperature and Bioenergetic Responses under Thermal Stress,Y. M. Cheng and S. H. Huang,"Yu-Ming Cheng, Shih-Hao Huang",v6_fallback_cleaned,yes
0327,De Novo Design of High-Affinity Borono-L-Phenylalanine Binding Proteins Using Deep Learning and Molecular Dynamics Validation,"Yi-Te She2, Yi-Fang Wu2 , Yu-Lin Wang1,2,3 *","Yi-Te She, Yi-Fang Wu, Yu-Lin Wang",v7_pdf_cleaned,yes
0349,Exploration of Surface Modification on Microwell Array Biochip,"Zhen-Ting Fan1, Pin-Xian Du2, Guan-Da Syu2, Tien-ChunTsai3,* and Yung-Chen Cheng1,*","Zhen-Ting Fan, Pin-Xian Du, Guan-Da Syu, Tien-ChunTsai, Yung-Chen Cheng",v7_pdf_cleaned,yes
0224,Sodium Chloride Aqueous Solution Concentration Measurement Using SAW Device,"A. Waheed1, Y. Ye1, J. Waheed1, T. Saiki2, S. Amaya3, R. Sarno4, T. Matsunaga1 and S.-S. Lee1,4","Anjam Waheed, Yang Ye, Junaid Waheed, Tsunemasa Saiki, Satoshi Amaya, Riyanarto Sarno, Tadao Matsunaga, Sang-Seok Lee",v6_fallback_cleaned,yes
0238,Development of an Upcycled Sericin/Coronene/CMC Modified Paper Substrate for Dual Mode Colorimetric and LDI-MS Detection of Histamine as a Fish Freshness Indication,"Wisarttra Phamonpon1, Juan P. Hinestroza2, Nadnudda Rodthongkum1,3*","Wisarttra Phamonpon, Juan P. Hinestroza, Nadnudda Rodthongkum",v7_pdf_cleaned,yes
0287,Electroanalytical Screening of Phenolic Preservatives in Commercial Foodstuffs Utilizing Lanthanum Nickelate and Graphene Nanosheets,"Hong-Xiang Lina, Parthasarathi Manimarana, Tse-Wei Chenb,*, Bih-Show Louc,d,*, Shen Ming Chena,*","Hong-Xiang Lina, Parthasarathi Manimarana, Tse-Wei Chenb, Bih-Show Louc, Shen Ming Chena",v7_pdf_cleaned,yes
0315,A Dysprosium-Titanium Oxide Nanohybrid Electrode for Trace-Level Electro- chemical Determination of Flutamide in Complex Samples,"Hsiu-Chen Xiaoa, Nandini Nataraj a, Tse-Wei Chen b,*, , Bih-Show Lou c,d,*,Shen Ming Chen a,*","Hsiu-Chen Xiaoa, Nandini Nataraj, Tse-Wei Chen, Bih-Show Lou, Shen Ming Chen",v7_pdf_cleaned,yes
0318,Synergistic Bi-doped ZnO and Nitrogen-modified Graphene Hybrids: An Advanced Electrochemical Platform for Quantifying Metol in Complex Water Matrices,"Zhi-Yan Lia, Selva priya Selvama, Tse-Wei Chenb*, Shen-Ming Chena*","Zhi-Yan Lia, Selva priya Selvama, Tse-Wei Chenb, Shen-Ming Chena",v7_pdf_cleaned,yes
0341,ALD-Grown Al2O3 Shells on SnO2 Nanowires for Hydrogen Sensing,"E. B. Kim1, K. Y. Shin1, W. Oum1, S. Moon1, S. Jang1, Y. You1, T. Kim1 and H. W. Kim1","Eun Bi Kim, Ka Yoon Shin, Wansik Oum, Sungjoon Moon, Seonwoo Jang, Yongseong You, Taekheon Kim, Hyoun Woo Kim",v6_fallback_cleaned,yes
0365,Investigation of Titanium Nitride Extended-Gate Field-Effect Transistors for pH and Urea Sensing Applications,"Che-Hao Liao , I-Ting Chen , Chien-Sheng Huang1, Xiao Tang2 and Shih-Hung Lin1,*","Che-Hao Liao, I-Ting Chen, Chien-Sheng Huang, Xiao Tang, Shih-Hung Lin",v7_pdf_cleaned,yes
0199,Cost-Effective Hetero-Core Fiber Optic Refractive Index Sensor using Titanium Dioxide Nanoparticles/Poly-L-lysine Multilayers,"M. Kuroiwa1, K Kikuchi1, M. Nishiyama1, K. Watanabe1, and J. Ida1","Masahiko Kuroiwa, Kodai Kikuchi, Michiko Nishiyama, Kazuhiro Watanabe, Junichi Ida",v6_fallback_cleaned,yes
0209,Fluorescent Nanoclusters Preparation Using Gold Nanoparticles-Supported Titanium Oxide Catalyst,"Z. Zhang1, Q. Lai1, M. Hamamoto2, and H. Yagyu1,2","Z. Zhang, Qinzheng Lai, Hiromasa Yagyu, Mao Hamamoto",v6_fallback_cleaned,yes
0259,Fabrication and Mechanical Evaluation of Multi-Stiffness Silicone Composites via Sequential Curing,"Ke-Yuan Wang1, and Meng-Shiue Lee1,2,3","Ke-Yuan Wang, Meng-Shiue Lee",v7_pdf_cleaned,yes
0260,Engineering PDMS Substrates with Designable Mechanical and Surface Properties for Organ-on-a-Chip Applications,"Kuan-Hsien Lai1, Chien-Yen Chen2, and Meng-Shiue Lee1,2,3","Kuan-Hsien Lai, Chien-Yen Chen, Meng-Shiue Lee",v7_pdf_cleaned,yes
0286,"Integration of Glucose, Dissolved Oxygen, and Temperature Sensors into a Bioreactor Microfluidic System","Wen-Cheng Kuo*, Wei-Jun Hsu, and Liu-Fu Wu","Wen-Cheng Kuo, Wei-Jun Hsu, Liu-Fu Wu",v7_pdf_cleaned,yes
0321,Overlayer-Triggered Discontinuous Dewetting (OTDD) for Open-Surface Self- Partitioning on Microstructure Arrays,"Wei-Teng Lu1, and Meng-Shiue Lee1,2,3*","Wei-Teng Lu, Meng-Shiue Lee",v7_pdf_cleaned,yes
0324,Transient Thermal Characterization and Localized Heating Strategy of Liquid Metal Heaters in Microfluidics,"Zhe-Wei Kuo 1, Kyojiro Morikawa 1,2,3, Takehiko Kitamori 1,3,4, Chihchen Chen1","Zhe-Wei Kuo, Kyojiro Morikawa, Takehiko Kitamori, Chihchen Chen",v7_pdf_cleaned,yes
0230,Monolithic Integration of Visible light Communication Chip with a GaN-based Y- branch S-bend Waveguide,"H. Hsieh , Y. Chen , P. Tsai1, C. Liou1, and C. Tsou1","Huichi Hsieh, Yuwei Chen, Pingyen Tsai, Chengshiun Liou, Chingfu Tsou",v6_fallback_cleaned,yes
0234,Suppression of DRIE-Induced Scalloping on Si{110} Wafers via Surfactant- Added TMAH Etching,"Priyanka Dewangan1, Masaki Shimofuri2, Toshiyuki Tsuchiya2, Vishal Sahu1, Yogesh Kumar Srivastava1, and Prem Pal1","Priyanka Dewangan, Masaki Shimofuri, Toshiyuki Tsuchiya, Vishal Sahu, Yogesh Kumar Srivastava, Prem Pal",v7_pdf_cleaned,yes
0261,Performance Enhancement of an All-Silicon Broadband Terahertz Half-Wave Plate via Structural Optimization,"H. Yamane1, Y. Yamada1, Y. Kondo1, M. Fujita2, and S. Murakami1","Hidemasa Yamane, Yoshiharu Yamada, Yusuke Kondo, Masayuki Fujita, Shuichi Murakami",v6_fallback_cleaned,yes
0176,"Resistance-Modulated BJT Magneto-Transistors with Enhanced Sensitivity, Reduced Noise","Bo-Hen Lee 1, Qing-Hua Shih 2, and Ching-Liang Dai3*","Bo-Hen Lee, Qing-Hua Shih, Ching-Liang Dai",v7_pdf_cleaned,yes
0177,Bipolar Ferroelectric Resonance Frequency Control for Multi-Frequency Measurement Using Piezoelectric MEMS Ultrasonic Sensors on Sensitivity- Enhancing Buckled Diaphragm Structures,"Kaoru Yamashita, Junpei Yamamoto","Kaoru Yamashita, Junpei Yamamoto",v7_pdf_cleaned,no
0193,Flexible Airflow Sensor Using Biodegradable PLLA/W Toward Transient Implant for Respiration Monitoring,"R. Nakamura1, M. S. Al Farisi1,2, Y. Hasegawa1, M. Matsushima3, T. Kawabe3, and M. Shikida1","Ryusei Nakamura, Muhammad Salman Al Farisi, Yoshihiro Hasegawa, Miyoko Matsushima, Tsutomu Kawabe, Mitsuhiro Shikida",v6_fallback_cleaned,yes
0196,High Sensitivity Tactile Sensor Using Laser Induced Graphene and Diaphgram Sensing Structure for Palpation During Catheterization,"K. Sumiyoshi1, M. S. Al Farisi1,2, Y. Hasegawa1, M. Matsushima3, T. Kawabe3, and M. Shikida1","Kaichi Sumiyoshi, Muhammad Salman Al Farisi, Yoshihiro Hasegawa, Miyoko Matsushima, Tsutomu Kawabe, Mitsuhiro Shikida",v6_fallback_cleaned,yes
0208,Design and Performance Measurement of CMOS-MEMS Microbolometer Pixels,"Ruei-Cian Chu1, Ashwini Kumari2,3, Pushpapraj Singh3, Yi Chiu1,2","Ruei-Cian Chu, Ashwini Kumari, Pushpapraj Singh, Yi Chiu",v7_pdf_cleaned,yes
0267,An EVS-Based Particle Tracking Approach for Low-Speed Water Flow Estimation in Biologging,"Takuma Shibahara, Takuto Kishimoto, Toshihiro Shiratori, Kyota Shimada, Ryusei Ando and Hidetoshi","Takuma Shibahara, Takuto Kishimoto, Toshihiro Shiratori, Kyota Shimada, Ryusei Ando, Hidetoshi",v7_pdf_cleaned,yes
0276,POI-MEMS Pressure Sensor with Integrated Beam-Membrane Structure,"Thi Tra Giang Nguyen 1,2, Thanh An Truong1,3, Huu Cuong Nguyen1,2, Thanh Cong Nguyen1,4, Barry Kok1,4, Van Thanh Dau1, and Dzung Viet Dao1,3.","Thi Tra Giang Nguyen, Thanh An Truong, Huu Cuong Nguyen, Thanh Cong Nguyen, Barry Kok, Van Thanh Dau, Dzung Viet Dao, .",v7_pdf_cleaned,yes
0301,A Biomimetic Capacitive Tactile Sensor with a Tilted Cilia Array for Directional Shear Forces Sensing,"Eung Jun Kim1, Yoon Ji Yum2, and Hoe Joon Kim1","Eung Jun Kim, Yoon Ji Yum, Hoe Joon Kim",v7_pdf_cleaned,yes
0281,An Integrated IoT Sensor Network for Geotechnical Early Warning,"Thanh An Truong1,2, Thi Tra Giang Nguyen1,2, Cong Thanh Nguyen1,3, Barry Kok1,3, Van Thanh Dau1, Dzung Viet Dao1,2","Thanh An Truong, Thi Tra Giang Nguyen, Cong Thanh Nguyen, Barry Kok, Van Thanh Dau, Dzung Viet Dao",v7_pdf_cleaned,yes
0303,High-Stability Sodium-Selective EGISFET with Optimized TiO2 Transducer Interface,"K. C. Huang1, G. T. Wu1, Y. H. Hsiao2, T. H. Chen1, and C. T. Lin1","Kai-Chun Huang, Guan-Ting Wu, Yu-Hsuan Hsiao, Ting-Hao Chen, Chih-Ting Lin",v6_fallback_cleaned,yes
0359,Tracking and Localization Using Back-Propagation Neural Networks with Unscented Kalman Filters,"Yu-Chun Su1, Yu-ting Yang2, and Hongchin Lin1","Yu-Chun Su, Yu-ting Yang, Hongchin Lin",v7_pdf_cleaned,yes
0241,Temperature Prediction of Tool Tips for CNC AISI 1050 Dry Milling Using Passive RFID Sensing Tags and Hybrid FEA-ML Framework,"Pang-Hsiang Hung, Hsuan-Yu Kao, Pei-Zen Chang, and Wei-Chang Li*","Pang-Hsiang Hung, Hsuan-Yu Kao, Pei-Zen Chang, Wei-Chang Li",v7_pdf_cleaned,yes
0313,Optimizing Phase Purity in Spiral Micro-separators: A Computational Fluid Dynamics Approach,"Pichapon Boonkrong1, Pin-De Lee2, Bor-Yih Yu1 and Ya-Yu Chiang2*","Pichapon Boonkrong, Pin-De Lee, Bor-Yih Yu, Ya-Yu Chiang",v7_pdf_cleaned,yes
0422,An Efficient Computational Framework for Antibody Design Targeting CEACAM6,"Ting-Yu Chang1, and Yu-Lin Wang1,2,3*","Ting-Yu Chang, Yu-Lin Wang",v7_pdf_cleaned,yes
0112,Geometry-Induced Field Emission Characteristics in Planar Field Emission Triodes with Different Emitter Materials,"Ju-Hung Tsai, Wen-Teng Chang","Ju-Hung Tsai, Wen-Teng Chang",v7_pdf_cleaned,no
0351,Dual-Gate Floating-Gate van der Waals Transistor for Nonvolatile Memory and Time-Dependent AND Logic,"AND Logic Advaita Ghosh1, Adam Šlechta2, Jiří Háze2, Vilém Kledrowetz2, Yen-Fu Lin3, Shu-Ping Lin1,4*","AND Logic Advaita Ghosh, Adam Šlechta, Jiří Háze, Vilém Kledrowetz, Yen-Fu Lin, Shu-Ping Lin",v7_pdf_cleaned,yes
0447,Single Cell Full-Length Mitochondrial Genome Sequencing by Droplet Microfluidics,"Fuyang Qu †, Luoquan Li †, Juan Li †, Guangyao Cheng, Yi-Ping Ho","Fuyang Qu †, Luoquan Li †, Juan Li †, Guangyao Cheng, Yi-Ping Ho",v7_pdf_cleaned,no
0330,Nested–Tilted Folded-Beam Flexure for Mechanism-Level Extension of Stroke in MEMS Comb-Drive Actuators,"Ilgar Jafarsadeghipournaki1, Aron Michael1, and Hemanshu Pota2","Ilgar Jafarsadeghipournaki, Aron Michael, Hemanshu Pota",v7_pdf_cleaned,yes
0385,Tailoring Hard Mask Selection for Precise Nanofabrication of Electrostatic Comb-Drive Diamond Actuators,T. Ikeda1 and Y. Kanamori1,"Taro Ikeda, Yoshiaki Kanamori",v6_fallback_cleaned,yes
0154,A High-Frequency Piezoelectric MEMS Mode-Matched Gyroscope Based on Automatic Gain Control and Phase Compensation,"Zi-Yi Yu1 and Sheng-Shian Li1,2","Zi-Yi Yu, Sheng-Shian Li",v7_pdf_cleaned,yes
0164,Sustainable MXene–Cellulose Aerogel Pressure Sensors Enabled by Solvent- Free Gradient Freezing for Wearable Human–Machine Interfaces,"Ching-Jung Chang1, Zhe-Yu Liu1, Kuan-Lin Tseng1, Pulikkutty Subramaniyan1, Shan-Chu Yu2, Akhil K. Paulose1, Tzu-En Lin1*","Ching-Jung Chang, Zhe-Yu Liu, Kuan-Lin Tseng, Pulikkutty Subramaniyan, Shan-Chu Yu, Akhil K. Paulose, Tzu-En Lin",v7_pdf_cleaned,yes
